COD_CLIENTE,FAMILIA_PRODUTO,LINHA_PRODUTO,INSTANTE,PRECO_VENDA,DEMANDA
CLIENTE486,MuitoBomPleno,V13,15,"526,0671935","34,375"
CLIENTE487,MuitoBomPleno,V16,3,"526,0671935",0
CLIENTE487,MuitoBomPleno,V16,4,"526,0671935",0
CLIENTE487,MuitoBomPleno,V16,5,"526,0671935","156,8329116"
CLIENTE487,MuitoBomPleno,V16,6,"526,0671935","170,7745506"
CLIENTE487,MuitoBomPleno,V16,7,"526,0671935","126,7258711"
CLIENTE487,MuitoBomPleno,V16,8,"526,0671935","156,8329116"
CLIENTE487,MuitoBomPleno,V16,9,"526,0671935","170,7745506"
CLIENTE487,MuitoBomPleno,V16,10,"526,0671935","126,7258711"
CLIENTE487,MuitoBomPleno,V16,11,"526,0671935","156,8329116"
CLIENTE487,MuitoBomPleno,V16,12,"526,0671935","170,7745506"
CLIENTE487,MuitoBomPleno,V16,15,"526,0671935",47
CLIENTE487,MuitoBomPleno,V13,3,"526,0671935",0
CLIENTE487,MuitoBomPleno,V13,4,"526,0671935",0
CLIENTE487,MuitoBomPleno,V13,5,"526,0671935",47
CLIENTE487,MuitoBomPleno,V13,6,"526,0671935",47
CLIENTE487,MuitoBomPleno,V13,7,"526,0671935",47
CLIENTE487,MuitoBomPleno,V13,8,"526,0671935",47
CLIENTE487,MuitoBomPleno,V13,9,"526,0671935",47
CLIENTE487,MuitoBomPleno,V13,10,"526,0671935",47
CLIENTE487,MuitoBomPleno,V13,11,"526,0671935",47
CLIENTE487,MuitoBomPleno,V13,12,"526,0671935",47
CLIENTE487,MuitoBomPleno,V13,15,"526,0671935",47
CLIENTE713,MuitoBomPleno,V16,1,"557,6384656",150
CLIENTE713,MuitoBomPleno,V16,13,"557,6384656",150
CLIENTE136,MuitoBomPleno,V5,1,"590,4888889",1248
CLIENTE136,MuitoBomPleno,V5,2,"590,4888889",3536
CLIENTE136,MuitoBomPleno,V5,3,"590,4888889",4598
CLIENTE136,MuitoBomPleno,V5,4,"590,4888889",2600
CLIENTE136,MuitoBomPleno,V5,5,"590,4888889",2600
CLIENTE136,MuitoBomPleno,V5,6,"590,4888889",4000
CLIENTE136,MuitoBomPleno,V5,7,"590,4888889",2600
CLIENTE136,MuitoBomPleno,V5,8,"590,4888889",2600
CLIENTE136,MuitoBomPleno,V5,9,"590,4888889",4000
CLIENTE136,MuitoBomPleno,V5,10,"590,4888889",2600
CLIENTE136,MuitoBomPleno,V5,11,"590,4888889",2600
CLIENTE136,MuitoBomPleno,V5,12,560,4000
CLIENTE136,MuitoBomPleno,V5,13,"590,4888889",1248
CLIENTE136,MuitoBomPleno,V5,14,"590,4888889",3536
CLIENTE136,MuitoBomPleno,V5,15,"590,4888889",4598
CLIENTE586,MuitoBomPleno,V5,1,"590,4888889",500
CLIENTE586,MuitoBomPleno,V5,13,"590,4888889",500
CLIENTE228,MuitoBomPleno,V5,5,"526,0671935","2024,702765"
CLIENTE228,MuitoBomPleno,V5,6,"526,0671935","2078,203719"
CLIENTE228,MuitoBomPleno,V5,7,"526,0671935","1909,167183"
CLIENTE228,MuitoBomPleno,V5,8,"526,0671935","2024,702765"
CLIENTE228,MuitoBomPleno,V5,9,"526,0671935","2078,203719"
CLIENTE228,MuitoBomPleno,V5,10,"526,0671935","1909,167183"
CLIENTE228,MuitoBomPleno,V5,11,"526,0671935","2024,702765"
CLIENTE228,MuitoBomPleno,V5,12,"526,0671935","2078,203719"
CLIENTE341,MuitoBomPleno,V13,5,"526,0671935","773,5041224"
CLIENTE341,MuitoBomPleno,V13,6,"526,0671935","871,6888562"
CLIENTE341,MuitoBomPleno,V13,7,"526,0671935","561,4736881"
CLIENTE341,MuitoBomPleno,V13,8,"526,0671935","773,5041224"
CLIENTE341,MuitoBomPleno,V13,9,"526,0671935","871,6888562"
CLIENTE341,MuitoBomPleno,V13,10,"526,0671935","561,4736881"
CLIENTE341,MuitoBomPleno,V13,11,"526,0671935","773,5041224"
CLIENTE341,MuitoBomPleno,V13,12,"526,0671935","871,6888562"
CLIENTE334,MuitoBomPleno,V5,5,"526,0671935","58,42176151"
CLIENTE334,MuitoBomPleno,V5,6,"526,0671935","65,8375269"
CLIENTE334,MuitoBomPleno,V5,7,"526,0671935","42,40737826"
CLIENTE334,MuitoBomPleno,V5,8,"526,0671935","58,42176151"
CLIENTE334,MuitoBomPleno,V5,9,"526,0671935","65,8375269"
CLIENTE334,MuitoBomPleno,V5,10,"526,0671935","42,40737826"
CLIENTE334,MuitoBomPleno,V5,11,"526,0671935","58,42176151"
CLIENTE334,MuitoBomPleno,V5,12,"522,210954","65,8375269"
CLIENTE596,MuitoBomPleno,V13,1,"557,6384656",1512
CLIENTE596,MuitoBomPleno,V13,13,"557,6384656",1512
CLIENTE596,ExcelenteSupremo,V3,2,"557,6384656",1512
CLIENTE596,ExcelenteSupremo,V3,3,"557,6384656",1512
CLIENTE596,ExcelenteSupremo,V3,4,"557,6384656",1512
CLIENTE596,ExcelenteSupremo,V3,5,"557,6384656",1512
CLIENTE596,ExcelenteSupremo,V3,6,"557,6384656",1512
CLIENTE596,ExcelenteSupremo,V3,7,"557,6384656",1512
CLIENTE596,ExcelenteSupremo,V3,8,"557,6384656",1512
CLIENTE596,ExcelenteSupremo,V3,9,"557,6384656",1512
CLIENTE596,ExcelenteSupremo,V3,10,"557,6384656",1512
CLIENTE596,ExcelenteSupremo,V3,11,"557,6384656",1512
CLIENTE596,ExcelenteSupremo,V3,12,"579,3375905",1512
CLIENTE596,ExcelenteSupremo,V3,14,"557,6384656",1512
CLIENTE596,ExcelenteSupremo,V3,15,"557,6384656",1512
CLIENTE712,MuitoBomPleno,V16,2,"557,6384656",410
CLIENTE712,MuitoBomPleno,V16,3,"557,6384656",410
CLIENTE712,MuitoBomPleno,V16,4,"557,6384656",410
CLIENTE712,MuitoBomPleno,V16,5,"557,6384656",410
CLIENTE712,MuitoBomPleno,V16,6,"557,6384656",410
CLIENTE712,MuitoBomPleno,V16,7,"557,6384656",410
CLIENTE712,MuitoBomPleno,V16,8,"557,6384656",410
CLIENTE712,MuitoBomPleno,V16,9,"557,6384656",410
CLIENTE712,MuitoBomPleno,V16,10,"557,6384656",410
CLIENTE712,MuitoBomPleno,V16,11,"557,6384656",410
CLIENTE712,MuitoBomPleno,V16,12,"557,6384656",410
CLIENTE712,MuitoBomPleno,V16,14,"557,6384656",410
CLIENTE712,MuitoBomPleno,V16,15,"557,6384656",410
CLIENTE197,MuitoBomPleno,V16,1,"557,6384656",2500
CLIENTE197,MuitoBomPleno,V16,2,"557,6384656",2500
CLIENTE197,MuitoBomPleno,V16,3,"557,6384656",2500
CLIENTE197,MuitoBomPleno,V16,4,"557,6384656",2500
CLIENTE197,MuitoBomPleno,V16,5,"557,6384656",2500
CLIENTE197,MuitoBomPleno,V16,6,"557,6384656",2500
CLIENTE197,MuitoBomPleno,V16,7,"557,6384656",2500
CLIENTE197,MuitoBomPleno,V16,8,"557,6384656",2500
CLIENTE197,MuitoBomPleno,V16,9,"557,6384656",2500
CLIENTE197,MuitoBomPleno,V16,10,"557,6384656",2500
CLIENTE197,MuitoBomPleno,V16,11,"557,6384656",2500
CLIENTE197,MuitoBomPleno,V16,12,"568,62",2500
CLIENTE197,MuitoBomPleno,V16,13,"557,6384656",2500
CLIENTE197,MuitoBomPleno,V16,14,"557,6384656",2500
CLIENTE197,MuitoBomPleno,V16,15,"557,6384656",2500
CLIENTE197,ArtificialCinco,V16,2,"557,6384656",850
CLIENTE197,ArtificialCinco,V16,4,"557,6384656","666,67"
CLIENTE197,ArtificialCinco,V16,5,"557,6384656","666,67"
CLIENTE197,ArtificialCinco,V16,6,"557,6384656","666,67"
CLIENTE197,ArtificialCinco,V16,7,"557,6384656","666,67"
CLIENTE197,ArtificialCinco,V16,8,"557,6384656","666,67"
CLIENTE197,ArtificialCinco,V16,9,"557,6384656","666,67"
CLIENTE197,ArtificialCinco,V16,10,"557,6384656","666,67"
CLIENTE197,ArtificialCinco,V16,11,"557,6384656","666,67"
CLIENTE197,ArtificialCinco,V16,12,"568,62","666,67"
CLIENTE197,ArtificialCinco,V16,14,"557,6384656",850
CLIENTE137,PuroAustero,V3,2,"557,6384656",3312
CLIENTE137,PuroAustero,V3,3,"557,6384656",3072
CLIENTE137,PuroAustero,V3,4,"557,6384656",3816
CLIENTE137,PuroAustero,V3,5,"557,6384656",3816
CLIENTE137,PuroAustero,V3,6,"557,6384656",3816
CLIENTE137,PuroAustero,V3,7,"557,6384656",3816
CLIENTE137,PuroAustero,V3,8,"557,6384656",3816
CLIENTE137,PuroAustero,V3,9,"557,6384656",3816
CLIENTE137,PuroAustero,V3,10,"557,6384656",3816
CLIENTE137,PuroAustero,V3,11,"557,6384656",3816
CLIENTE137,PuroAustero,V3,12,576,7632
CLIENTE137,PuroAustero,V3,14,"557,6384656",3312
CLIENTE137,PuroAustero,V3,15,"557,6384656",3072
CLIENTE357,MuitoBomPleno,V5,4,"590,4888889",1500
CLIENTE357,MuitoBomPleno,V5,5,"590,4888889",1500
CLIENTE357,MuitoBomPleno,V5,6,"590,4888889",1500
CLIENTE357,MuitoBomPleno,V5,7,"590,4888889",1500
CLIENTE357,MuitoBomPleno,V5,8,"590,4888889",1500
CLIENTE357,MuitoBomPleno,V5,9,"590,4888889",1500
CLIENTE357,MuitoBomPleno,V5,10,"590,4888889",1500
CLIENTE357,MuitoBomPleno,V5,11,"590,4888889",1500
CLIENTE357,MuitoBomPleno,V5,12,"590,4888889",1500
CLIENTE489,MuitoBomPleno,V16,3,"526,0671935",0
CLIENTE489,MuitoBomPleno,V16,4,"526,0671935",0
CLIENTE489,MuitoBomPleno,V16,5,"526,0671935","187,6989634"
CLIENTE489,MuitoBomPleno,V16,6,"526,0671935","204,3844355"
CLIENTE489,MuitoBomPleno,V16,7,"526,0671935","151,6666011"
CLIENTE489,MuitoBomPleno,V16,8,"526,0671935","187,6989634"
CLIENTE489,MuitoBomPleno,V16,9,"526,0671935","204,3844355"
CLIENTE489,MuitoBomPleno,V16,10,"526,0671935","151,6666011"
CLIENTE489,MuitoBomPleno,V16,11,"526,0671935","187,6989634"
CLIENTE489,MuitoBomPleno,V16,12,"526,0671935","204,3844355"
CLIENTE489,MuitoBomPleno,V16,15,"526,0671935","56,25"
CLIENTE489,MuitoBomPleno,V13,3,"526,0671935",0
CLIENTE489,MuitoBomPleno,V13,4,"526,0671935",0
CLIENTE489,MuitoBomPleno,V13,5,"526,0671935","56,25"
CLIENTE489,MuitoBomPleno,V13,6,"526,0671935","56,25"
CLIENTE489,MuitoBomPleno,V13,7,"526,0671935","56,25"
CLIENTE489,MuitoBomPleno,V13,8,"526,0671935","56,25"
CLIENTE489,MuitoBomPleno,V13,9,"526,0671935","56,25"
CLIENTE489,MuitoBomPleno,V13,10,"526,0671935","56,25"
CLIENTE489,MuitoBomPleno,V13,11,"526,0671935","56,25"
CLIENTE489,MuitoBomPleno,V13,12,"526,0671935","56,25"
CLIENTE489,MuitoBomPleno,V13,15,"526,0671935","56,25"
CLIENTE490,MuitoBomPleno,V16,3,"526,0671935",0
CLIENTE490,MuitoBomPleno,V16,4,"526,0671935",0
CLIENTE490,MuitoBomPleno,V16,5,"526,0671935","83,42176151"
CLIENTE490,MuitoBomPleno,V16,6,"526,0671935","90,8375269"
CLIENTE490,MuitoBomPleno,V16,7,"526,0671935","67,40737826"
CLIENTE490,MuitoBomPleno,V16,8,"526,0671935","83,42176151"
CLIENTE490,MuitoBomPleno,V16,9,"526,0671935","90,8375269"
CLIENTE490,MuitoBomPleno,V16,10,"526,0671935","67,40737826"
CLIENTE490,MuitoBomPleno,V16,11,"526,0671935","83,42176151"
CLIENTE490,MuitoBomPleno,V16,12,"526,0671935","90,8375269"
CLIENTE490,MuitoBomPleno,V16,15,"526,0671935",25
CLIENTE490,MuitoBomPleno,V13,3,"526,0671935",0
CLIENTE490,MuitoBomPleno,V13,4,"526,0671935",0
CLIENTE490,MuitoBomPleno,V13,5,"526,0671935",25
CLIENTE490,MuitoBomPleno,V13,6,"526,0671935",25
CLIENTE490,MuitoBomPleno,V13,7,"526,0671935",25
CLIENTE490,MuitoBomPleno,V13,8,"526,0671935",25
CLIENTE490,MuitoBomPleno,V13,9,"526,0671935",25
CLIENTE490,MuitoBomPleno,V13,10,"526,0671935",25
CLIENTE490,MuitoBomPleno,V13,11,"526,0671935",25
CLIENTE490,MuitoBomPleno,V13,12,"526,0671935",25
CLIENTE490,MuitoBomPleno,V13,15,"526,0671935",25
CLIENTE711,MuitoBomPleno,V16,8,"557,6384656",830
CLIENTE711,MuitoBomPleno,V16,10,"557,6384656",830
CLIENTE711,MuitoBomPleno,V16,12,"557,6384656",830
CLIENTE304,MuitoBomPleno,V7,3,"526,0671935",250
CLIENTE304,MuitoBomPleno,V7,4,"526,0671935",250
CLIENTE304,MuitoBomPleno,V7,5,"526,0671935",250
CLIENTE304,MuitoBomPleno,V7,6,"526,0671935",250
CLIENTE304,MuitoBomPleno,V7,7,"526,0671935",250
CLIENTE304,MuitoBomPleno,V7,8,"526,0671935",250
CLIENTE304,MuitoBomPleno,V7,9,"526,0671935",250
CLIENTE304,MuitoBomPleno,V7,10,"526,0671935",250
CLIENTE304,MuitoBomPleno,V7,11,"526,0671935",250
CLIENTE304,MuitoBomPleno,V7,12,"526,0671935",250
CLIENTE304,MuitoBomPleno,V7,15,"526,0671935",250
CLIENTE304,MuitoBomPleno,V8,3,"526,0671935",250
CLIENTE304,MuitoBomPleno,V8,4,"526,0671935",250
CLIENTE304,MuitoBomPleno,V8,5,"526,0671935",250
CLIENTE304,MuitoBomPleno,V8,6,"526,0671935",250
CLIENTE304,MuitoBomPleno,V8,7,"526,0671935",250
CLIENTE304,MuitoBomPleno,V8,8,"526,0671935",250
CLIENTE304,MuitoBomPleno,V8,9,"526,0671935",250
CLIENTE304,MuitoBomPleno,V8,10,"526,0671935",250
CLIENTE304,MuitoBomPleno,V8,11,"526,0671935",250
CLIENTE304,MuitoBomPleno,V8,12,"526,0671935",250
CLIENTE304,MuitoBomPleno,V8,15,"526,0671935",250
CLIENTE304,MuitoBomPleno,V16,3,"526,0671935","362,5"
CLIENTE304,MuitoBomPleno,V16,4,"526,0671935","258,5"
CLIENTE304,MuitoBomPleno,V16,5,"526,0671935","258,5"
CLIENTE304,MuitoBomPleno,V16,6,"526,0671935","258,5"
CLIENTE304,MuitoBomPleno,V16,7,"526,0671935","258,5"
CLIENTE304,MuitoBomPleno,V16,8,"526,0671935","258,5"
CLIENTE304,MuitoBomPleno,V16,9,"526,0671935","258,5"
CLIENTE304,MuitoBomPleno,V16,10,"526,0671935","258,5"
CLIENTE304,MuitoBomPleno,V16,11,"526,0671935","258,5"
CLIENTE304,MuitoBomPleno,V16,12,"526,0671935","258,5"
CLIENTE304,MuitoBomPleno,V16,15,"526,0671935","362,5"
CLIENTE304,MuitoBomPleno,V13,3,"526,0671935","137,5"
CLIENTE304,MuitoBomPleno,V13,4,"526,0671935","137,5"
CLIENTE304,MuitoBomPleno,V13,5,"526,0671935","137,5"
CLIENTE304,MuitoBomPleno,V13,6,"526,0671935","137,5"
CLIENTE304,MuitoBomPleno,V13,7,"526,0671935","137,5"
CLIENTE304,MuitoBomPleno,V13,8,"526,0671935","137,5"
CLIENTE304,MuitoBomPleno,V13,9,"526,0671935","137,5"
CLIENTE304,MuitoBomPleno,V13,10,"526,0671935","137,5"
CLIENTE304,MuitoBomPleno,V13,11,"526,0671935","137,5"
CLIENTE304,MuitoBomPleno,V13,12,"526,0671935","137,5"
CLIENTE304,MuitoBomPleno,V13,15,"526,0671935","137,5"
CLIENTE138,MuitoBomPleno,V16,6,"557,6384656",1000
CLIENTE138,MuitoBomPleno,V16,10,"557,6384656",1000
CLIENTE138,MuitoBomPleno,V13,2,"557,6384656",2800
CLIENTE138,MuitoBomPleno,V13,6,"557,6384656",1800
CLIENTE138,MuitoBomPleno,V13,10,"557,6384656",1800
CLIENTE138,MuitoBomPleno,V13,14,"557,6384656",2800
CLIENTE138,PuroAustero,V3,2,"557,6384656",500
CLIENTE138,PuroAustero,V3,6,"557,6384656",500
CLIENTE138,PuroAustero,V3,10,"557,6384656",500
CLIENTE138,PuroAustero,V3,14,"557,6384656",500
CLIENTE445,MuitoBomPleno,V16,1,"557,6384656",1500
CLIENTE445,MuitoBomPleno,V16,2,"557,6384656",1500
CLIENTE445,MuitoBomPleno,V16,3,"557,6384656",1500
CLIENTE445,MuitoBomPleno,V16,4,"557,6384656",1500
CLIENTE445,MuitoBomPleno,V16,5,"557,6384656",1500
CLIENTE445,MuitoBomPleno,V16,6,"557,6384656",1500
CLIENTE445,MuitoBomPleno,V16,7,"557,6384656",1500
CLIENTE445,MuitoBomPleno,V16,8,"557,6384656",1500
CLIENTE445,MuitoBomPleno,V16,9,"557,6384656",1500
CLIENTE445,MuitoBomPleno,V16,10,"557,6384656",1500
CLIENTE445,MuitoBomPleno,V16,11,"557,6384656",1500
CLIENTE445,MuitoBomPleno,V16,12,"557,6384656",1500
CLIENTE445,MuitoBomPleno,V16,13,"557,6384656",1500
CLIENTE445,MuitoBomPleno,V16,14,"557,6384656",1500
CLIENTE445,MuitoBomPleno,V16,15,"557,6384656",1500
CLIENTE494,NaturalClaro,V1,6,"526,0671935",50
CLIENTE494,NaturalClaro,V1,9,"526,0671935",50
CLIENTE494,NaturalClaro,V1,12,"526,0671935",50
CLIENTE494,MuitoBomPleno,V16,5,"526,0671935","277,2375409"
CLIENTE494,MuitoBomPleno,V16,6,"526,0671935","212,4286839"
CLIENTE494,MuitoBomPleno,V16,7,"526,0671935","201,2420879"
CLIENTE494,MuitoBomPleno,V16,8,"526,0671935","277,2375409"
CLIENTE494,MuitoBomPleno,V16,9,"526,0671935","212,4286839"
CLIENTE494,MuitoBomPleno,V16,10,"526,0671935","201,2420879"
CLIENTE494,MuitoBomPleno,V16,11,"526,0671935","277,2375409"
CLIENTE494,MuitoBomPleno,V16,12,"526,0671935","212,4286839"
CLIENTE364,MuitoBomPleno,V16,2,"557,6384656",9000
CLIENTE364,MuitoBomPleno,V13,2,"557,6384656",11000
CLIENTE364,MuitoBomPleno,V13,4,"557,6384656","10999,66667"
CLIENTE364,MuitoBomPleno,V13,6,"557,6384656","10999,66667"
CLIENTE364,MuitoBomPleno,V13,8,"557,6384656","14883,66667"
CLIENTE364,MuitoBomPleno,V13,10,"557,6384656","12383,66667"
CLIENTE364,MuitoBomPleno,V13,12,"522,0558","12383,66667"
CLIENTE364,MuitoBomPleno,V13,14,"557,6384656","19999,66667"
CLIENTE382,MuitoBomPleno,V15,2,"557,6384656",1000
CLIENTE382,MuitoBomPleno,V15,4,"557,6384656",500
CLIENTE382,MuitoBomPleno,V15,6,"557,6384656",500
CLIENTE382,MuitoBomPleno,V15,8,"557,6384656",500
CLIENTE382,MuitoBomPleno,V15,10,"557,6384656",500
CLIENTE382,MuitoBomPleno,V15,12,"515,71935",500
CLIENTE382,MuitoBomPleno,V15,14,"557,6384656",1000
CLIENTE594,MuitoBomPleno,V12,1,"557,6384656",2496
CLIENTE594,MuitoBomPleno,V12,13,"557,6384656",2496
CLIENTE339,MuitoBomPleno,V12,2,"557,6384656",2000
CLIENTE339,MuitoBomPleno,V12,14,"557,6384656",2000
CLIENTE339,MuitoBomPleno,V13,4,"557,6384656",2000
CLIENTE339,MuitoBomPleno,V13,6,"557,6384656",2000
CLIENTE339,MuitoBomPleno,V13,8,"557,6384656",2000
CLIENTE339,MuitoBomPleno,V13,10,"557,6384656",2000
CLIENTE339,MuitoBomPleno,V13,12,"522,0558",2000
CLIENTE239,NeutroSuave,V13,1,"557,6384656",930
CLIENTE239,NeutroSuave,V13,2,"557,6384656",1000
CLIENTE239,NeutroSuave,V13,3,"557,6384656",1000
CLIENTE239,NeutroSuave,V13,4,"557,6384656",1000
CLIENTE239,NeutroSuave,V13,5,"557,6384656",1000
CLIENTE239,NeutroSuave,V13,6,"557,6384656",1000
CLIENTE239,NeutroSuave,V13,7,"557,6384656",1000
CLIENTE239,NeutroSuave,V13,8,"557,6384656",1000
CLIENTE239,NeutroSuave,V13,9,"557,6384656",1000
CLIENTE239,NeutroSuave,V13,10,"557,6384656",1000
CLIENTE239,NeutroSuave,V13,11,"557,6384656",1000
CLIENTE239,NeutroSuave,V13,12,"557,6384656",1000
CLIENTE239,NeutroSuave,V13,13,"557,6384656",930
CLIENTE239,NeutroSuave,V13,14,"557,6384656",1000
CLIENTE239,NeutroSuave,V13,15,"557,6384656",1000
CLIENTE139,NeutroSuave,V13,4,"557,6384656",500
CLIENTE139,NeutroSuave,V13,5,"557,6384656",500
CLIENTE139,NeutroSuave,V13,6,"557,6384656",500
CLIENTE139,NeutroSuave,V13,7,"557,6384656",1250
CLIENTE139,NeutroSuave,V13,8,"557,6384656",1250
CLIENTE139,NeutroSuave,V13,9,"557,6384656",1250
CLIENTE139,NeutroSuave,V13,10,"557,6384656",1250
CLIENTE139,NeutroSuave,V13,11,"557,6384656",1250
CLIENTE139,NeutroSuave,V13,12,"572,4",1250
CLIENTE363,ExcelenteSupremo,V2,2,"557,6384656",24
CLIENTE363,ExcelenteSupremo,V2,14,"557,6384656",24
CLIENTE140,ExcelenteSupremo,V2,2,"557,6384656",3000
CLIENTE140,ExcelenteSupremo,V2,4,"557,6384656",3000
CLIENTE140,ExcelenteSupremo,V2,6,"557,6384656",3000
CLIENTE140,ExcelenteSupremo,V2,8,"557,6384656",3000
CLIENTE140,ExcelenteSupremo,V2,10,"557,6384656",3000
CLIENTE140,ExcelenteSupremo,V2,12,"557,6384656",3000
CLIENTE140,ExcelenteSupremo,V2,14,"557,6384656",3000
CLIENTE140,ResistenteFirme,V2,4,"557,6384656",500
CLIENTE140,ResistenteFirme,V2,5,"557,6384656",500
CLIENTE140,ResistenteFirme,V2,6,"557,6384656",500
CLIENTE140,ResistenteFirme,V2,8,"557,6384656",500
CLIENTE140,ResistenteFirme,V2,10,"557,6384656",500
CLIENTE140,ResistenteFirme,V2,12,"557,6384656",500
CLIENTE300,MuitoBomPleno,V16,1,"557,6384656","0,3333333333"
CLIENTE300,MuitoBomPleno,V16,2,"557,6384656","0,3333333333"
CLIENTE300,MuitoBomPleno,V16,3,"557,6384656","0,3333333333"
CLIENTE300,MuitoBomPleno,V16,10,"557,6384656","0,3333333333"
CLIENTE300,MuitoBomPleno,V16,11,"557,6384656","0,3333333333"
CLIENTE300,MuitoBomPleno,V16,12,"557,6384656","0,3333333333"
CLIENTE300,MuitoBomPleno,V16,13,"557,6384656","0,3333333333"
CLIENTE300,MuitoBomPleno,V16,14,"557,6384656","0,3333333333"
CLIENTE300,MuitoBomPleno,V16,15,"557,6384656","0,3333333333"
CLIENTE624,SuaveTerno,V7,5,"526,0671935","80,43918888"
CLIENTE624,SuaveTerno,V7,6,"526,0671935","98,99597606"
CLIENTE624,SuaveTerno,V7,7,"526,0671935","78,67035204"
CLIENTE624,SuaveTerno,V7,8,"526,0671935","102,2420684"
CLIENTE624,SuaveTerno,V7,9,"526,0671935","111,9699351"
CLIENTE624,SuaveTerno,V7,10,"526,0671935","92,63222757"
CLIENTE624,SuaveTerno,V7,11,"526,0671935","122,8948247"
CLIENTE624,SuaveTerno,V7,12,"522,210954","108,2723732"
CLIENTE624,SuaveTerno,V8,5,"526,0671935","80,43918888"
CLIENTE624,SuaveTerno,V8,6,"526,0671935","98,99597606"
CLIENTE624,SuaveTerno,V8,7,"526,0671935","78,67035204"
CLIENTE624,SuaveTerno,V8,8,"526,0671935","102,2420684"
CLIENTE624,SuaveTerno,V8,9,"526,0671935","111,9699351"
CLIENTE624,SuaveTerno,V8,10,"526,0671935","92,63222757"
CLIENTE624,SuaveTerno,V8,11,"526,0671935","122,8948247"
CLIENTE624,SuaveTerno,V8,12,"522,210954","108,2723732"
CLIENTE624,MuitoBomPleno,V7,5,"526,0671935","79,01561772"
CLIENTE624,MuitoBomPleno,V7,6,"526,0671935","89,24636671"
CLIENTE624,MuitoBomPleno,V7,7,"526,0671935","73,54367968"
CLIENTE624,MuitoBomPleno,V7,8,"526,0671935","91,8807059"
CLIENTE624,MuitoBomPleno,V7,9,"526,0671935","107,8754591"
CLIENTE624,MuitoBomPleno,V7,10,"526,0671935","86,02656848"
CLIENTE624,MuitoBomPleno,V7,11,"526,0671935","117,0581251"
CLIENTE624,MuitoBomPleno,V7,12,"522,210954","101,480993"
CLIENTE624,MuitoBomPleno,V8,5,"526,0671935","1113,955772"
CLIENTE624,MuitoBomPleno,V8,6,"526,0671935","1258,188042"
CLIENTE624,MuitoBomPleno,V8,7,"526,0671935","1036,812833"
CLIENTE624,MuitoBomPleno,V8,8,"526,0671935","1295,326742"
CLIENTE624,MuitoBomPleno,V8,9,"526,0671935","1520,819476"
CLIENTE624,MuitoBomPleno,V8,10,"526,0671935","1212,795587"
CLIENTE624,MuitoBomPleno,V8,11,"526,0671935","1650,275957"
CLIENTE624,MuitoBomPleno,V8,12,"522,210954","1430,670811"
CLIENTE624,MuitoBomPleno,V12,5,"526,0671935","158,0312354"
CLIENTE624,MuitoBomPleno,V12,6,"526,0671935","178,4927334"
CLIENTE624,MuitoBomPleno,V12,7,"526,0671935","147,0873594"
CLIENTE624,MuitoBomPleno,V12,8,"526,0671935","183,7614118"
CLIENTE624,MuitoBomPleno,V12,9,"526,0671935","215,7509182"
CLIENTE624,MuitoBomPleno,V12,10,"526,0671935","172,053137"
CLIENTE624,MuitoBomPleno,V12,11,"526,0671935","234,1162503"
CLIENTE624,MuitoBomPleno,V12,12,"522,210954","202,9619861"
CLIENTE624,MuitoBomPleno,V15,5,"526,0671935","499,6886997"
CLIENTE624,MuitoBomPleno,V15,6,"526,0671935","564,3871708"
CLIENTE624,MuitoBomPleno,V15,7,"526,0671935","465,0845837"
CLIENTE624,MuitoBomPleno,V15,8,"526,0671935","581,0465296"
CLIENTE624,MuitoBomPleno,V15,9,"526,0671935","682,1961209"
CLIENTE624,MuitoBomPleno,V15,10,"526,0671935","544,025414"
CLIENTE624,MuitoBomPleno,V15,11,"526,0671935","740,2665958"
CLIENTE624,MuitoBomPleno,V15,12,"522,210954","641,7580083"
CLIENTE624,ExcelenteSupremo,V1,5,"526,0671935","299,6757007"
CLIENTE624,ExcelenteSupremo,V1,6,"526,0671935","338,4769778"
CLIENTE624,ExcelenteSupremo,V1,7,"526,0671935","278,9227545"
CLIENTE624,ExcelenteSupremo,V1,8,"526,0671935","348,4680082"
CLIENTE624,ExcelenteSupremo,V1,9,"526,0671935","409,1299257"
CLIENTE624,ExcelenteSupremo,V1,10,"526,0671935","326,2655274"
CLIENTE624,ExcelenteSupremo,V1,11,"526,0671935","443,9562291"
CLIENTE624,ExcelenteSupremo,V1,12,"522,210954","384,8781871"
CLIENTE624,ExcelenteSupremo,V7,5,"526,0671935","79,01561772"
CLIENTE624,ExcelenteSupremo,V7,6,"526,0671935","89,24636671"
CLIENTE624,ExcelenteSupremo,V7,7,"526,0671935","73,54367968"
CLIENTE624,ExcelenteSupremo,V7,8,"526,0671935","91,8807059"
CLIENTE624,ExcelenteSupremo,V7,9,"526,0671935","107,8754591"
CLIENTE624,ExcelenteSupremo,V7,10,"526,0671935","86,02656848"
CLIENTE624,ExcelenteSupremo,V7,11,"526,0671935","117,0581251"
CLIENTE624,ExcelenteSupremo,V7,12,"522,210954","101,480993"
CLIENTE624,ExcelenteSupremo,V8,5,"526,0671935","79,01561772"
CLIENTE624,ExcelenteSupremo,V8,6,"526,0671935","89,24636671"
CLIENTE624,ExcelenteSupremo,V8,7,"526,0671935","73,54367968"
CLIENTE624,ExcelenteSupremo,V8,8,"526,0671935","91,8807059"
CLIENTE624,ExcelenteSupremo,V8,9,"526,0671935","107,8754591"
